Wed Dec  7 13:40:05 2022
Cyclic Voltammetry
File: cp_example.txt
Data Source: KBIO Potentiostat
Instrument Model: SP50E
Header: 
Note: 

Init E (V) = -0.00
High E (V) = 6.18
Low E (V) = -0.00
Scan Rate (V/s) = 0.041
Segment = 3
Sample Interval (V) = 1.000e-02

Potential/V, Current/A
5.152e+00, 1.004e-03
5.152e+00, 1.001e-03
5.153e+00, 1.004e-03
5.308e+00, 1.149e-03
5.596e+00, 1.322e-03
5.827e+00, 1.454e-03
5.920e+00, 1.485e-03
5.964e+00, 1.509e-03
6.002e+00, 1.534e-03
6.035e+00, 1.554e-03
6.059e+00, 1.571e-03
6.071e+00, 1.574e-03
6.082e+00, 1.540e-03
6.094e+00, 1.503e-03
6.104e+00, 1.473e-03
6.116e+00, 1.438e-03
6.127e+00, 1.404e-03
6.137e+00, 1.370e-03
6.147e+00, 1.341e-03
6.158e+00, 1.314e-03
6.168e+00, 1.281e-03
6.178e+00, 1.246e-03
6.181e+00, 1.230e-03
6.181e+00, 1.227e-03
6.181e+00, 1.231e-03
6.182e+00, 1.232e-03
6.181e+00, 1.231e-03
6.181e+00, 1.231e-03
6.181e+00, 1.228e-03
6.181e+00, 1.229e-03
6.181e+00, 1.230e-03
6.171e+00, 1.217e-03
6.131e+00, 1.179e-03
6.083e+00, 1.141e-03
6.028e+00, 1.101e-03
5.909e+00, 1.006e-03
5.739e+00, 9.064e-04
5.604e+00, 8.285e-04
5.492e+00, 7.628e-04
5.402e+00, 7.155e-04
5.330e+00, 6.757e-04
5.270e+00, 6.444e-04
5.221e+00, 6.200e-04
5.180e+00, 5.994e-04
5.146e+00, 5.826e-04
5.118e+00, 5.696e-04
5.094e+00, 5.597e-04
5.074e+00, 5.536e-04
5.055e+00, 5.459e-04
5.040e+00, 5.398e-04
5.026e+00, 5.383e-04
5.013e+00, 5.330e-04
5.001e+00, 5.322e-04
4.989e+00, 5.307e-04
4.971e+00, 5.276e-04
4.961e+00, 5.238e-04
4.945e+00, 5.246e-04
4.928e+00, 5.223e-04
4.912e+00, 5.230e-04
4.897e+00, 5.207e-04
4.882e+00, 5.184e-04
4.868e+00, 5.207e-04
4.855e+00, 5.177e-04
4.841e+00, 5.200e-04
4.827e+00, 5.215e-04
4.813e+00, 5.177e-04
4.798e+00, 5.215e-04
4.785e+00, 5.215e-04
4.770e+00, 5.192e-04
4.757e+00, 5.184e-04
4.745e+00, 5.177e-04
4.730e+00, 5.177e-04
4.717e+00, 5.184e-04
4.704e+00, 5.184e-04
4.692e+00, 5.184e-04
4.677e+00, 5.177e-04
4.664e+00, 5.177e-04
4.653e+00, 5.192e-04
4.639e+00, 5.192e-04
4.627e+00, 5.184e-04
4.614e+00, 5.192e-04
4.603e+00, 5.177e-04
4.589e+00, 5.200e-04
4.577e+00, 5.169e-04
4.566e+00, 5.192e-04
4.553e+00, 5.169e-04
4.539e+00, 5.184e-04
4.527e+00, 5.177e-04
4.511e+00, 5.169e-04
4.497e+00, 5.169e-04
4.486e+00, 5.169e-04
4.475e+00, 5.184e-04
4.463e+00, 5.177e-04
4.452e+00, 5.169e-04
4.439e+00, 5.184e-04
4.428e+00, 5.154e-04
4.418e+00, 5.192e-04
4.406e+00, 5.162e-04
4.395e+00, 5.169e-04
4.383e+00, 5.146e-04
4.372e+00, 5.146e-04
4.362e+00, 5.162e-04
4.350e+00, 5.184e-04
4.339e+00, 5.169e-04
4.322e+00, 5.169e-04
4.312e+00, 5.169e-04
4.301e+00, 5.139e-04
4.291e+00, 5.139e-04
4.280e+00, 5.139e-04
4.265e+00, 5.146e-04
4.254e+00, 5.154e-04
4.243e+00, 5.169e-04
4.228e+00, 5.131e-04
4.214e+00, 5.177e-04
4.198e+00, 5.184e-04
4.188e+00, 5.146e-04
4.178e+00, 5.146e-04
4.163e+00, 5.139e-04
4.148e+00, 5.131e-04
4.138e+00, 5.154e-04
4.124e+00, 5.154e-04
4.111e+00, 5.154e-04
4.096e+00, 5.139e-04
4.083e+00, 5.154e-04
4.069e+00, 5.146e-04
4.054e+00, 5.139e-04
4.040e+00, 5.154e-04
4.028e+00, 5.146e-04
4.013e+00, 5.108e-04
4.000e+00, 5.146e-04
3.988e+00, 5.139e-04
3.975e+00, 5.139e-04
3.962e+00, 5.131e-04
3.949e+00, 5.123e-04
3.936e+00, 5.116e-04
3.924e+00, 5.154e-04
3.911e+00, 5.108e-04
3.900e+00, 5.108e-04
3.887e+00, 5.139e-04
3.875e+00, 5.131e-04
3.863e+00, 5.139e-04
3.850e+00, 5.139e-04
3.840e+00, 5.139e-04
3.828e+00, 5.139e-04
3.816e+00, 5.131e-04
3.804e+00, 5.108e-04
3.793e+00, 5.139e-04
3.782e+00, 5.123e-04
3.771e+00, 5.100e-04
3.759e+00, 5.131e-04
3.746e+00, 5.139e-04
3.735e+00, 5.116e-04
3.723e+00, 5.108e-04
3.710e+00, 5.139e-04
3.699e+00, 5.108e-04
3.685e+00, 5.123e-04
3.671e+00, 5.100e-04
3.659e+00, 5.108e-04
3.648e+00, 5.123e-04
3.635e+00, 5.123e-04
3.622e+00, 5.123e-04
3.609e+00, 5.131e-04
3.597e+00, 5.123e-04
3.584e+00, 5.093e-04
3.572e+00, 5.100e-04
3.559e+00, 5.116e-04
3.548e+00, 5.116e-04
3.537e+00, 5.131e-04
3.524e+00, 5.100e-04
3.513e+00, 5.123e-04
3.502e+00, 5.123e-04
3.490e+00, 5.100e-04
3.478e+00, 5.100e-04
3.467e+00, 5.108e-04
3.456e+00, 5.093e-04
3.445e+00, 5.085e-04
3.432e+00, 5.100e-04
3.422e+00, 5.093e-04
3.412e+00, 5.116e-04
3.400e+00, 5.108e-04
3.388e+00, 5.108e-04
3.377e+00, 5.108e-04
3.367e+00, 5.100e-04
3.356e+00, 5.078e-04
3.344e+00, 5.100e-04
3.332e+00, 5.100e-04
3.321e+00, 5.108e-04
3.310e+00, 5.093e-04
3.296e+00, 5.070e-04
3.286e+00, 5.093e-04
3.274e+00, 5.070e-04
3.263e+00, 5.078e-04
3.253e+00, 5.078e-04
3.242e+00, 5.100e-04
3.231e+00, 5.100e-04
3.219e+00, 5.078e-04
3.207e+00, 5.085e-04
3.195e+00, 5.070e-04
3.183e+00, 5.078e-04
3.172e+00, 5.070e-04
3.161e+00, 5.055e-04
3.151e+00, 5.070e-04
3.140e+00, 5.085e-04
3.129e+00, 5.085e-04
3.118e+00, 5.070e-04
3.107e+00, 5.108e-04
3.097e+00, 5.093e-04
3.086e+00, 5.093e-04
3.074e+00, 5.078e-04
3.063e+00, 5.070e-04
3.053e+00, 5.062e-04
3.041e+00, 5.070e-04
3.030e+00, 5.062e-04
3.020e+00, 5.078e-04
3.009e+00, 5.055e-04
2.999e+00, 5.062e-04
2.988e+00, 5.078e-04
2.977e+00, 5.070e-04
2.967e+00, 5.055e-04
2.956e+00, 5.078e-04
2.946e+00, 5.032e-04
2.934e+00, 5.055e-04
2.922e+00, 5.070e-04
2.912e+00, 5.070e-04
2.900e+00, 5.070e-04
2.888e+00, 5.055e-04
2.878e+00, 5.070e-04
2.868e+00, 5.055e-04
2.857e+00, 5.070e-04
2.846e+00, 5.032e-04
2.835e+00, 5.070e-04
2.823e+00, 5.070e-04
2.813e+00, 5.070e-04
2.802e+00, 5.078e-04
2.791e+00, 5.062e-04
2.781e+00, 5.047e-04
2.771e+00, 5.055e-04
2.760e+00, 5.055e-04
2.749e+00, 5.047e-04
2.738e+00, 5.047e-04
2.727e+00, 5.047e-04
2.716e+00, 5.039e-04
2.705e+00, 5.047e-04
2.695e+00, 5.032e-04
2.685e+00, 5.047e-04
2.674e+00, 5.047e-04
2.663e+00, 5.047e-04
2.653e+00, 5.039e-04
2.642e+00, 5.047e-04
2.631e+00, 5.047e-04
2.621e+00, 5.032e-04
2.610e+00, 5.016e-04
2.600e+00, 5.039e-04
2.589e+00, 5.024e-04
2.579e+00, 5.032e-04
2.573e+00, 5.032e-04
2.573e+00, 5.032e-04
2.574e+00, 5.047e-04
2.573e+00, 5.032e-04
2.573e+00, 5.055e-04
2.573e+00, 5.016e-04
2.573e+00, 5.032e-04
2.573e+00, 5.024e-04
2.572e+00, 5.039e-04
2.574e+00, 5.032e-04
2.573e+00, 5.032e-04
2.573e+00, 5.047e-04
2.573e+00, 5.032e-04
2.573e+00, 5.047e-04
2.573e+00, 5.047e-04
2.572e+00, 5.055e-04
2.573e+00, 5.016e-04
2.573e+00, 5.039e-04
2.573e+00, 5.024e-04
2.575e+00, 5.062e-04
2.572e+00, 5.016e-04
2.573e+00, 5.032e-04
2.573e+00, 5.039e-04
2.574e+00, 5.047e-04
2.574e+00, 5.055e-04
2.574e+00, 5.039e-04
2.575e+00, 5.055e-04
2.574e+00, 5.032e-04
2.574e+00, 5.024e-04
2.651e+00, 5.757e-04
2.794e+00, 6.620e-04
2.910e+00, 7.307e-04
3.004e+00, 7.811e-04
3.079e+00, 8.254e-04
3.141e+00, 8.621e-04
3.191e+00, 8.857e-04
3.230e+00, 9.079e-04
3.264e+00, 9.247e-04
3.292e+00, 9.361e-04
3.316e+00, 9.499e-04
3.336e+00, 9.621e-04
3.352e+00, 9.636e-04
3.367e+00, 9.682e-04
3.379e+00, 9.743e-04
3.390e+00, 9.766e-04
3.408e+00, 9.835e-04
3.425e+00, 9.865e-04
3.439e+00, 9.881e-04
3.451e+00, 9.911e-04
3.463e+00, 9.904e-04
3.475e+00, 9.911e-04
3.486e+00, 9.911e-04
3.500e+00, 9.911e-04
3.512e+00, 9.926e-04
3.526e+00, 9.934e-04
3.541e+00, 9.934e-04
3.552e+00, 9.926e-04
3.566e+00, 9.919e-04
3.582e+00, 9.919e-04
3.596e+00, 9.949e-04
3.610e+00, 9.934e-04
3.620e+00, 9.919e-04
3.634e+00, 9.957e-04
3.648e+00, 9.934e-04
3.660e+00, 9.934e-04
3.671e+00, 9.919e-04
3.685e+00, 9.919e-04
3.698e+00, 9.926e-04
3.711e+00, 9.942e-04
3.725e+00, 9.972e-04
3.738e+00, 9.949e-04
3.750e+00, 9.934e-04
3.764e+00, 9.949e-04
3.777e+00, 9.942e-04
3.789e+00, 9.926e-04
3.801e+00, 9.926e-04
3.814e+00, 9.942e-04
3.826e+00, 9.934e-04
3.838e+00, 9.926e-04
3.852e+00, 9.934e-04
3.863e+00, 9.919e-04
3.875e+00, 9.934e-04
3.887e+00, 9.957e-04
3.897e+00, 9.949e-04
3.908e+00, 9.965e-04
3.921e+00, 9.965e-04
3.933e+00, 9.934e-04
3.943e+00, 9.957e-04
3.954e+00, 9.942e-04
3.969e+00, 9.957e-04
3.980e+00, 9.957e-04
3.995e+00, 9.949e-04
4.005e+00, 9.972e-04
4.015e+00, 9.972e-04
4.026e+00, 9.957e-04
4.036e+00, 9.957e-04
4.046e+00, 9.957e-04
4.060e+00, 9.957e-04
4.074e+00, 9.957e-04
4.088e+00, 9.965e-04
4.100e+00, 9.995e-04
4.113e+00, 9.980e-04
4.125e+00, 9.972e-04
4.137e+00, 9.965e-04
4.148e+00, 9.949e-04
4.159e+00, 9.965e-04
4.171e+00, 9.980e-04
4.182e+00, 9.965e-04
4.193e+00, 9.957e-04
4.205e+00, 9.988e-04
4.215e+00, 9.957e-04
4.228e+00, 9.988e-04
4.238e+00, 9.972e-04
4.250e+00, 9.972e-04
4.261e+00, 9.965e-04
4.272e+00, 9.965e-04
4.283e+00, 9.972e-04
4.293e+00, 9.957e-04
4.307e+00, 9.995e-04
4.318e+00, 9.972e-04
4.330e+00, 9.972e-04
4.340e+00, 1.000e-03
4.354e+00, 1.000e-03
4.364e+00, 9.988e-04
4.377e+00, 9.988e-04
4.388e+00, 9.980e-04
4.400e+00, 9.965e-04
4.411e+00, 9.988e-04
4.423e+00, 9.988e-04
4.434e+00, 1.002e-03
4.444e+00, 9.988e-04
4.455e+00, 9.995e-04
4.466e+00, 9.995e-04
4.477e+00, 1.000e-03
4.489e+00, 9.995e-04
4.499e+00, 1.003e-03
4.510e+00, 9.995e-04
4.521e+00, 1.000e-03
4.531e+00, 1.001e-03
4.543e+00, 1.002e-03
4.554e+00, 1.000e-03
4.566e+00, 1.002e-03
4.577e+00, 9.972e-04
4.587e+00, 9.988e-04
4.598e+00, 1.002e-03
4.610e+00, 1.000e-03
4.621e+00, 9.988e-04
4.632e+00, 9.995e-04
4.643e+00, 1.001e-03
4.654e+00, 9.988e-04
4.666e+00, 1.000e-03
4.676e+00, 1.001e-03
4.687e+00, 1.000e-03
4.699e+00, 1.001e-03
4.709e+00, 1.000e-03
4.720e+00, 1.000e-03
4.730e+00, 9.995e-04
4.741e+00, 9.988e-04
4.752e+00, 9.988e-04
4.763e+00, 9.988e-04
4.773e+00, 1.004e-03
4.783e+00, 1.000e-03
4.795e+00, 1.003e-03
4.805e+00, 1.001e-03
4.815e+00, 1.000e-03
4.826e+00, 1.001e-03
4.837e+00, 1.002e-03
4.848e+00, 1.003e-03
4.858e+00, 1.003e-03
4.869e+00, 9.995e-04
4.879e+00, 1.002e-03
4.891e+00, 1.003e-03
4.902e+00, 1.001e-03
4.912e+00, 1.002e-03
4.922e+00, 1.002e-03
4.934e+00, 1.003e-03
4.945e+00, 1.004e-03
4.957e+00, 1.002e-03
4.967e+00, 1.002e-03
4.977e+00, 1.002e-03
4.988e+00, 1.003e-03
4.998e+00, 1.003e-03
5.009e+00, 1.003e-03
5.019e+00, 1.003e-03
5.029e+00, 1.005e-03
5.040e+00, 1.003e-03
5.050e+00, 1.004e-03
5.061e+00, 1.004e-03
5.071e+00, 1.003e-03
5.082e+00, 1.004e-03
5.092e+00, 1.003e-03
5.102e+00, 1.004e-03
5.113e+00, 1.004e-03
5.123e+00, 1.003e-03
5.133e+00, 1.005e-03
5.144e+00, 1.006e-03
5.154e+00, 1.007e-03
5.153e+00, 1.002e-03
5.153e+00, 1.005e-03
5.153e+00, 1.004e-03
5.153e+00, 1.004e-03
5.154e+00, 1.005e-03
5.152e+00, 1.006e-03
5.154e+00, 1.006e-03
5.153e+00, 1.004e-03
5.153e+00, 1.003e-03
5.152e+00, 1.005e-03
5.153e+00, 1.004e-03
5.154e+00, 1.003e-03
5.153e+00, 1.004e-03
5.153e+00, 1.006e-03
5.154e+00, 1.006e-03
5.154e+00, 1.004e-03
5.153e+00, 1.004e-03
5.152e+00, 1.003e-03
5.153e+00, 1.003e-03
5.307e+00, 1.151e-03
5.595e+00, 1.323e-03
5.827e+00, 1.455e-03
5.918e+00, 1.485e-03
5.964e+00, 1.510e-03
6.002e+00, 1.536e-03
6.033e+00, 1.554e-03
6.058e+00, 1.568e-03
6.070e+00, 1.573e-03
6.081e+00, 1.547e-03
6.087e+00, 1.531e-03
6.098e+00, 1.494e-03
6.110e+00, 1.455e-03
6.120e+00, 1.427e-03
6.131e+00, 1.390e-03
6.141e+00, 1.358e-03
6.152e+00, 1.332e-03
6.162e+00, 1.297e-03
6.172e+00, 1.260e-03
6.183e+00, 1.232e-03
6.182e+00, 1.232e-03
6.181e+00, 1.227e-03
6.181e+00, 1.230e-03
6.180e+00, 1.229e-03
6.181e+00, 1.229e-03
6.181e+00, 1.228e-03
6.182e+00, 1.229e-03
6.181e+00, 1.230e-03
6.182e+00, 1.231e-03
6.171e+00, 1.216e-03
6.131e+00, 1.179e-03
6.083e+00, 1.141e-03
6.028e+00, 1.100e-03
5.910e+00, 1.007e-03
5.740e+00, 9.056e-04
5.603e+00, 8.254e-04
5.492e+00, 7.643e-04
5.402e+00, 7.147e-04
5.330e+00, 6.750e-04
5.270e+00, 6.444e-04
5.220e+00, 6.177e-04
5.181e+00, 6.009e-04
5.147e+00, 5.826e-04
5.119e+00, 5.704e-04
5.095e+00, 5.627e-04
5.073e+00, 5.505e-04
5.055e+00, 5.444e-04
5.039e+00, 5.414e-04
5.025e+00, 5.398e-04
5.013e+00, 5.330e-04
5.000e+00, 5.291e-04
4.979e+00, 5.276e-04
4.962e+00, 5.230e-04
4.944e+00, 5.230e-04
4.928e+00, 5.223e-04
4.912e+00, 5.200e-04
4.897e+00, 5.223e-04
4.883e+00, 5.200e-04
4.869e+00, 5.184e-04
4.854e+00, 5.184e-04
4.840e+00, 5.200e-04
4.826e+00, 5.200e-04
4.813e+00, 5.184e-04
4.798e+00, 5.192e-04
4.784e+00, 5.177e-04
4.771e+00, 5.200e-04
4.758e+00, 5.200e-04
4.745e+00, 5.192e-04
4.730e+00, 5.169e-04
4.718e+00, 5.200e-04
4.705e+00, 5.177e-04
4.691e+00, 5.184e-04
4.679e+00, 5.192e-04
4.666e+00, 5.192e-04
4.653e+00, 5.192e-04
4.640e+00, 5.200e-04
4.628e+00, 5.154e-04
4.615e+00, 5.200e-04
4.602e+00, 5.177e-04
4.589e+00, 5.162e-04
4.578e+00, 5.192e-04
4.564e+00, 5.192e-04
4.553e+00, 5.192e-04
4.540e+00, 5.162e-04
4.528e+00, 5.169e-04
4.515e+00, 5.162e-04
4.504e+00, 5.169e-04
4.492e+00, 5.177e-04
4.480e+00, 5.154e-04
4.469e+00, 5.184e-04
4.457e+00, 5.184e-04
4.446e+00, 5.154e-04
4.434e+00, 5.177e-04
4.423e+00, 5.215e-04
4.411e+00, 5.162e-04
4.400e+00, 5.192e-04
4.389e+00, 5.139e-04
4.378e+00, 5.146e-04
4.367e+00, 5.154e-04
4.355e+00, 5.154e-04
4.345e+00, 5.139e-04
4.335e+00, 5.154e-04
4.323e+00, 5.169e-04
4.312e+00, 5.131e-04
4.296e+00, 5.154e-04
4.280e+00, 5.162e-04
4.270e+00, 5.184e-04
4.258e+00, 5.154e-04
4.244e+00, 5.146e-04
4.233e+00, 5.139e-04
4.219e+00, 5.162e-04
4.207e+00, 5.162e-04
4.193e+00, 5.139e-04
4.179e+00, 5.154e-04
4.163e+00, 5.146e-04
4.149e+00, 5.154e-04
4.139e+00, 5.146e-04
4.124e+00, 5.139e-04
4.110e+00, 5.139e-04
4.096e+00, 5.154e-04
4.081e+00, 5.162e-04
4.069e+00, 5.139e-04
4.054e+00, 5.139e-04
4.041e+00, 5.131e-04
4.027e+00, 5.131e-04
4.014e+00, 5.139e-04
4.001e+00, 5.154e-04
3.989e+00, 5.139e-04
3.975e+00, 5.131e-04
3.963e+00, 5.131e-04
3.950e+00, 5.154e-04
3.938e+00, 5.146e-04
3.924e+00, 5.131e-04
3.912e+00, 5.139e-04
